Date,State,Cases,Deaths
2022-02-16,Illinois,3321,110
2022-02-17,Illinois,2538,107
2022-02-18,Illinois,3183,67
2022-02-19,Illinois,0,25
2022-02-20,Illinois,0,0
2022-02-21,Illinois,0,0
2022-02-22,Illinois,6242,132
2022-02-23,Illinois,2730,110
2022-02-24,Illinois,1977,75
2022-02-25,Illinois,2073,91
2022-02-26,Illinois,0,24
2022-02-27,Illinois,0,0
2022-02-28,Illinois,4483,109
2022-03-01,Illinois,1841,49
2022-03-02,Illinois,1642,48
2022-03-03,Illinois,1170,50
2022-03-04,Illinois,1329,46
2022-03-05,Illinois,0,14
2022-03-06,Illinois,0,0
2022-03-07,Illinois,2604,30
2022-03-08,Illinois,1055,35
2022-03-09,Illinois,1634,39
2022-03-10,Illinois,1402,44
2022-03-11,Illinois,1820,38
2022-03-12,Illinois,0,16
2022-03-13,Illinois,0,0
2022-03-14,Illinois,2323,32
2022-03-15,Illinois,1576,35
2022-03-16,Illinois,1031,40
2022-03-17,Illinois,1150,18
2022-03-18,Illinois,1391,21
2022-03-19,Illinois,0,3
2022-03-20,Illinois,0,0
2022-03-21,Illinois,2451,18
2022-03-22,Illinois,1443,46
2022-03-23,Illinois,1110,29
2022-03-24,Illinois,1727,17
2022-03-25,Illinois,1310,16
2022-03-26,Illinois,1,4
2022-03-27,Illinois,1,0
2022-03-28,Illinois,2511,21
2022-03-29,Illinois,1586,21
2022-03-30,Illinois,1325,10
2022-03-31,Illinois,1592,23
2022-04-01,Illinois,1415,20
2022-04-02,Illinois,0,0
2022-04-03,Illinois,0,0
2022-04-04,Illinois,2982,6
2022-04-05,Illinois,1798,35
2022-04-06,Illinois,2194,11
2022-04-07,Illinois,1497,13
2022-04-08,Illinois,2313,13
2022-04-09,Illinois,0,2
2022-04-10,Illinois,0,0
2022-04-11,Illinois,4465,13
2022-04-12,Illinois,1762,11
2022-04-13,Illinois,2063,11
2022-04-14,Illinois,3339,6
2022-04-15,Illinois,2423,7
2022-04-16,Illinois,0,3
2022-04-17,Illinois,0,0
2022-04-18,Illinois,5750,7
2022-04-19,Illinois,2472,21
2022-04-20,Illinois,3930,9
2022-04-21,Illinois,3589,1
2022-04-22,Illinois,3809,9
2022-04-23,Illinois,0,3
2022-04-24,Illinois,0,0
2022-04-25,Illinois,8150,13
2022-04-26,Illinois,2512,3
2022-04-27,Illinois,3433,5
2022-04-28,Illinois,4596,8
2022-04-29,Illinois,5956,15
2022-04-30,Illinois,0,0
2022-05-01,Illinois,0,5
2022-05-02,Illinois,8985,6
2022-05-03,Illinois,4042,11
2022-05-04,Illinois,5748,18
2022-05-05,Illinois,4152,11
2022-05-06,Illinois,7708,12
2022-05-07,Illinois,0,0
2022-05-08,Illinois,0,0
2022-05-09,Illinois,14419,9
2022-05-10,Illinois,5347,16
2022-05-11,Illinois,6160,12
2022-05-12,Illinois,5688,4
2022-05-13,Illinois,8414,7
2022-05-14,Illinois,0,1
2022-05-15,Illinois,0,0
2022-05-16,Illinois,16848,0
2022-05-17,Illinois,5331,23
2022-05-18,Illinois,5763,13
2022-05-19,Illinois,7551,15
2022-05-20,Illinois,4694,12
2022-05-21,Illinois,0,0
2022-05-22,Illinois,0,0
2022-05-23,Illinois,14432,22
2022-05-24,Illinois,3987,13
2022-05-25,Illinois,6405,11
2022-05-26,Illinois,6363,7
2022-05-27,Illinois,5652,6
2022-05-28,Illinois,0,0
2022-05-29,Illinois,0,0
2022-05-30,Illinois,0,0
2022-05-31,Illinois,16042,8
2022-06-01,Illinois,4340,26
2022-06-02,Illinois,6399,10
2022-06-03,Illinois,5820,17
2022-06-04,Illinois,0,0
2022-06-05,Illinois,0,0
2022-06-06,Illinois,13798,34
2022-06-07,Illinois,4861,30
2022-06-08,Illinois,4901,30
2022-06-09,Illinois,4294,13
2022-06-10,Illinois,6147,6
2022-06-11,Illinois,0,0
2022-06-12,Illinois,0,0
2022-06-13,Illinois,8663,31
2022-06-14,Illinois,3879,24
2022-06-15,Illinois,5737,24
2022-06-16,Illinois,5334,24
2022-06-17,Illinois,3499,18
2022-06-18,Illinois,0,0
2022-06-19,Illinois,0,0
2022-06-20,Illinois,0,0
2022-06-21,Illinois,13424,12
2022-06-22,Illinois,4609,41
2022-06-23,Illinois,3493,20
2022-06-24,Illinois,5568,27
2022-06-25,Illinois,0,0
2022-06-26,Illinois,0,0
2022-06-27,Illinois,9904,25
2022-06-28,Illinois,4241,24
2022-06-29,Illinois,4645,10
2022-06-30,Illinois,4864,19
2022-07-01,Illinois,4562,13
2022-07-02,Illinois,0,0
2022-07-03,Illinois,0,0
2022-07-04,Illinois,0,0
2022-07-05,Illinois,10862,15
2022-07-06,Illinois,5482,17
2022-07-07,Illinois,5796,8
2022-07-08,Illinois,5403,19
2022-07-09,Illinois,0,0
2022-07-10,Illinois,0,0
2022-07-11,Illinois,11942,11
2022-07-12,Illinois,6075,15
2022-07-13,Illinois,5124,21
2022-07-14,Illinois,5318,14
2022-07-15,Illinois,4607,16
2022-07-16,Illinois,0,0
2022-07-17,Illinois,0,0
2022-07-18,Illinois,11248,18
2022-07-19,Illinois,3805,11
2022-07-20,Illinois,5303,19
2022-07-21,Illinois,6636,14
2022-07-22,Illinois,5276,13
2022-07-23,Illinois,0,0
2022-07-24,Illinois,0,0
2022-07-25,Illinois,14517,10
2022-07-26,Illinois,5205,8
2022-07-27,Illinois,2585,17
2022-07-28,Illinois,7151,26
2022-07-29,Illinois,5913,9
2022-07-30,Illinois,0,0
2022-07-31,Illinois,0,0
2022-08-01,Illinois,10242,6
2022-08-02,Illinois,5096,1
2022-08-03,Illinois,5018,34
2022-08-04,Illinois,4149,33
2022-08-05,Illinois,6257,10
2022-08-06,Illinois,0,0
2022-08-07,Illinois,0,0
2022-08-08,Illinois,9734,18
2022-08-09,Illinois,4068,53
2022-08-10,Illinois,3198,22
2022-08-11,Illinois,5727,20
2022-08-12,Illinois,3735,29
2022-08-13,Illinois,0,0
2022-08-14,Illinois,0,0
2022-08-15,Illinois,8399,11
2022-08-16,Illinois,3801,9
2022-08-17,Illinois,2984,17
2022-08-18,Illinois,5020,15
2022-08-19,Illinois,4880,20
2022-08-20,Illinois,0,0
2022-08-21,Illinois,0,0
2022-08-22,Illinois,7986,19
2022-08-23,Illinois,3825,20
2022-08-24,Illinois,3570,16
2022-08-25,Illinois,5116,30
2022-08-26,Illinois,3800,19
2022-08-27,Illinois,0,0
2022-08-28,Illinois,0,0
2022-08-29,Illinois,7932,12
2022-08-30,Illinois,4685,14
2022-08-31,Illinois,4674,18
2022-09-01,Illinois,4584,23
2022-09-02,Illinois,4252,19
2022-09-03,Illinois,0,0
2022-09-04,Illinois,0,0
2022-09-05,Illinois,0,0
2022-09-06,Illinois,9878,11
2022-09-07,Illinois,2653,26
2022-09-08,Illinois,4092,19
2022-09-09,Illinois,3310,19
2022-09-10,Illinois,0,0
2022-09-11,Illinois,0,0
2022-09-12,Illinois,6597,16
2022-09-13,Illinois,2511,19
2022-09-14,Illinois,2873,18
2022-09-15,Illinois,3111,26
2022-09-16,Illinois,2492,12
2022-09-17,Illinois,0,0
2022-09-18,Illinois,0,0
2022-09-19,Illinois,4572,15
2022-09-20,Illinois,1876,25
2022-09-21,Illinois,3438,22
2022-09-22,Illinois,5277,12
2022-09-23,Illinois,2210,14
2022-09-24,Illinois,0,0
2022-09-25,Illinois,0,0
2022-09-26,Illinois,3666,12
2022-09-27,Illinois,1767,1
2022-09-28,Illinois,1584,29
2022-09-29,Illinois,1827,19
2022-09-30,Illinois,2101,13
2022-10-01,Illinois,0,0
2022-10-02,Illinois,0,0
2022-10-03,Illinois,3647,20
2022-10-04,Illinois,1572,14
2022-10-05,Illinois,1839,15
2022-10-06,Illinois,2467,13
2022-10-07,Illinois,1922,17
2022-10-08,Illinois,0,0
2022-10-09,Illinois,0,0
2022-10-10,Illinois,0,0
2020-01-22,Indiana,0,0
2020-01-23,Indiana,0,0
2020-01-24,Indiana,0,0
2020-01-25,Indiana,0,0
2020-01-26,Indiana,0,0
2020-01-27,Indiana,0,0
2020-01-28,Indiana,0,0
2020-01-29,Indiana,0,0
2020-01-30,Indiana,0,0
2020-01-31,Indiana,0,0
2020-02-01,Indiana,0,0
2020-02-02,Indiana,0,0
2020-02-03,Indiana,0,0
2020-02-04,Indiana,0,0
2020-02-05,Indiana,0,0
2020-02-06,Indiana,0,0
2020-02-07,Indiana,0,0
2020-02-08,Indiana,0,0
2020-02-09,Indiana,0,0
2020-02-10,Indiana,0,0
2020-02-11,Indiana,0,0
2020-02-12,Indiana,0,0
2020-02-13,Indiana,0,0
2020-02-14,Indiana,0,0
2020-02-15,Indiana,0,0
2020-02-16,Indiana,0,0
2020-02-17,Indiana,0,0
2020-02-18,Indiana,0,0
2020-02-19,Indiana,0,0
2020-02-20,Indiana,0,0
2020-02-21,Indiana,0,0
2020-02-22,Indiana,0,0
2020-02-23,Indiana,0,0
2020-02-24,Indiana,0,0
2020-02-25,Indiana,0,0
2020-02-26,Indiana,0,0
2020-02-27,Indiana,0,0
2020-02-28,Indiana,0,0
2020-02-29,Indiana,0,0
2020-03-01,Indiana,0,0
2020-03-02,Indiana,0,0
2020-03-03,Indiana,0,0
2020-03-04,Indiana,0,0
2020-03-05,Indiana,0,0
2020-03-06,Indiana,1,0
2020-03-07,Indiana,0,0
2020-03-08,Indiana,1,0
2020-03-09,Indiana,1,0
2020-03-10,Indiana,3,0
2020-03-11,Indiana,5,0
2020-03-12,Indiana,2,0
2020-03-13,Indiana,0,0
2020-03-14,Indiana,3,0
2020-03-15,Indiana,4,0
2020-03-16,Indiana,5,1
2020-03-17,Indiana,5,2
2020-03-18,Indiana,8,1
2020-03-19,Indiana,22,0
2020-03-20,Indiana,26,4
2020-03-21,Indiana,42,5
2020-03-22,Indiana,76,5
2020-03-23,Indiana,66,5
2020-03-24,Indiana,98,5
2020-03-25,Indiana,109,6
2020-03-26,Indiana,168,9
2020-03-27,Indiana,334,3
2020-03-28,Indiana,254,12
2020-03-29,Indiana,280,18
2020-03-30,Indiana,273,15
2020-03-31,Indiana,372,21
2020-04-01,Indiana,406,22
2020-04-02,Indiana,474,22
2020-04-03,Indiana,399,32
2020-04-04,Indiana,516,25
2020-04-05,Indiana,458,34
2020-04-06,Indiana,545,25
2020-04-07,Indiana,554,37
2020-04-08,Indiana,433,29
2020-04-09,Indiana,408,36
2020-04-10,Indiana,556,25
2020-04-11,Indiana,528,20
2020-04-12,Indiana,493,29
2020-04-13,Indiana,431,35
2020-04-14,Indiana,168,46
2020-04-15,Indiana,433,38
2020-04-16,Indiana,582,34
2020-04-17,Indiana,612,36
2020-04-18,Indiana,487,28
2020-04-19,Indiana,570,37
2020-04-20,Indiana,477,38
2020-04-21,Indiana,409,50
2020-04-22,Indiana,341,51
2020-04-23,Indiana,601,38
2020-04-24,Indiana,642,37
2020-04-25,Indiana,718,42
2020-04-26,Indiana,613,35
2020-04-27,Indiana,949,43
2020-04-28,Indiana,627,36
2020-04-29,Indiana,594,44
2020-04-30,Indiana,653,45
2020-05-01,Indiana,795,37
2020-05-02,Indiana,665,44
2020-05-03,Indiana,638,36
2020-05-04,Indiana,574,39
2020-05-05,Indiana,526,39
2020-05-06,Indiana,837,44
2020-05-07,Indiana,633,34
2020-05-08,Indiana,643,28
2020-05-09,Indiana,586,33
2020-05-10,Indiana,394,34
2020-05-11,Indiana,501,42
2020-05-12,Indiana,500,39
2020-05-13,Indiana,346,28
2020-05-14,Indiana,580,44
2020-05-15,Indiana,603,33
2020-05-16,Indiana,624,30
2020-05-17,Indiana,498,30
2020-05-18,Indiana,477,41
2020-05-19,Indiana,450,30
2020-05-20,Indiana,569,32
2020-05-21,Indiana,662,39
2020-05-22,Indiana,473,18
2020-05-23,Indiana,492,25
2020-05-24,Indiana,475,15
2020-05-25,Indiana,339,22
2020-05-26,Indiana,363,20
2020-05-27,Indiana,359,15
2020-05-28,Indiana,631,19
2020-05-29,Indiana,490,22
2020-05-30,Indiana,653,23
2020-05-31,Indiana,363,17
2020-06-01,Indiana,256,20
2020-06-02,Indiana,407,20
2020-06-03,Indiana,475,26
2020-06-04,Indiana,384,23
2020-06-05,Indiana,482,21
2020-06-06,Indiana,419,10
2020-06-07,Indiana,400,15
2020-06-08,Indiana,226,17
2020-06-09,Indiana,410,25
2020-06-10,Indiana,304,17
2020-06-11,Indiana,411,15
2020-06-12,Indiana,398,16
2020-06-13,Indiana,397,13
2020-06-14,Indiana,366,21
2020-06-15,Indiana,521,14
2020-06-16,Indiana,356,15
2020-06-17,Indiana,227,17
2020-06-18,Indiana,425,25
2020-06-19,Indiana,308,12
2020-06-20,Indiana,315,10
2020-06-21,Indiana,362,11
2020-06-22,Indiana,210,15
2020-06-23,Indiana,238,4
2020-06-24,Indiana,269,10
2020-06-25,Indiana,515,13
2020-06-26,Indiana,485,12
2020-06-27,Indiana,435,11
2020-06-28,Indiana,355,9
2020-06-29,Indiana,298,9
2020-06-30,Indiana,366,10
2020-07-01,Indiana,358,12
2020-07-02,Indiana,435,8
2020-07-03,Indiana,528,11
2020-07-04,Indiana,517,7
2020-07-05,Indiana,769,12
2020-07-06,Indiana,323,16
2020-07-07,Indiana,102,9
2020-07-08,Indiana,437,8
2020-07-09,Indiana,512,11
2020-07-10,Indiana,725,7
2020-07-11,Indiana,779,11
2020-07-12,Indiana,533,13
2020-07-13,Indiana,425,9
2020-07-14,Indiana,648,6
2020-07-15,Indiana,685,11
2020-07-16,Indiana,710,10
2020-07-17,Indiana,733,9
2020-07-18,Indiana,841,9
2020-07-19,Indiana,917,9
2020-07-20,Indiana,635,14
2020-07-21,Indiana,710,9
2020-07-22,Indiana,757,13
2020-07-23,Indiana,929,10
2020-07-24,Indiana,996,11
2020-07-25,Indiana,922,11
2020-07-26,Indiana,852,10
2020-07-27,Indiana,535,4
2020-07-28,Indiana,771,6
2020-07-29,Indiana,621,21
2020-07-30,Indiana,954,9
2020-07-31,Indiana,901,11
2020-08-01,Indiana,968,13
2020-08-02,Indiana,735,9
2020-08-03,Indiana,576,9
2020-08-04,Indiana,822,11
2020-08-05,Indiana,720,5
2020-08-06,Indiana,1040,15
2020-08-07,Indiana,1239,14
2020-08-08,Indiana,1033,12
2020-08-09,Indiana,1041,7
2020-08-10,Indiana,664,16
2020-08-11,Indiana,870,13
2020-08-12,Indiana,660,15
2020-08-13,Indiana,1043,15
2020-08-14,Indiana,1067,16
2020-08-15,Indiana,1044,12
2020-08-16,Indiana,739,12
2020-08-17,Indiana,591,23
2020-08-18,Indiana,841,5
2020-08-19,Indiana,489,16
2020-08-20,Indiana,941,17
2020-08-21,Indiana,1040,8
2020-08-22,Indiana,1000,15
2020-08-23,Indiana,615,12
2020-08-24,Indiana,1660,14
2020-08-25,Indiana,829,11
2020-08-26,Indiana,938,3
2020-08-27,Indiana,1145,16
2020-08-28,Indiana,809,9
2020-08-29,Indiana,1121,12
2020-08-30,Indiana,879,9
2020-08-31,Indiana,883,13
2020-09-01,Indiana,695,7
2020-09-02,Indiana,859,10
2020-09-03,Indiana,1104,6
2020-09-04,Indiana,1030,14
2020-09-05,Indiana,1077,11
2020-09-06,Indiana,843,14
2020-09-07,Indiana,590,11
2020-09-08,Indiana,386,15
2020-09-09,Indiana,705,13
2020-09-10,Indiana,758,12
2020-09-11,Indiana,1262,12
2020-09-12,Indiana,1056,4
2020-09-13,Indiana,1243,18
2020-09-14,Indiana,736,14
2020-09-15,Indiana,689,12
2020-09-16,Indiana,580,8
2020-09-17,Indiana,837,15
2020-09-18,Indiana,1037,12
2020-09-19,Indiana,1076,10
2020-09-20,Indiana,746,7
2020-09-21,Indiana,522,11
2020-09-22,Indiana,599,15
2020-09-23,Indiana,711,17
2020-09-24,Indiana,899,13
2020-09-25,Indiana,1171,13
2020-09-26,Indiana,1142,24
2020-09-27,Indiana,901,12
2020-09-28,Indiana,872,20
2020-09-29,Indiana,744,19
2020-09-30,Indiana,953,13
2020-10-01,Indiana,1157,18
2020-10-02,Indiana,1464,18
2020-10-03,Indiana,1419,24
2020-10-04,Indiana,1087,15
2020-10-05,Indiana,830,13
2020-10-06,Indiana,970,15
2020-10-07,Indiana,1281,18
2020-10-08,Indiana,1450,23
2020-10-09,Indiana,1816,25
2020-10-10,Indiana,1918,17
2020-10-11,Indiana,1570,21
2020-10-12,Indiana,1574,23
2020-10-13,Indiana,1549,29
2020-10-14,Indiana,1165,20
2020-10-15,Indiana,1943,35
2020-10-16,Indiana,2283,42
2020-10-17,Indiana,2482,24
2020-10-18,Indiana,1605,30
2020-10-19,Indiana,1584,20
2020-10-20,Indiana,1498,36
2020-10-21,Indiana,1732,33
2020-10-22,Indiana,2850,36
2020-10-23,Indiana,2467,29
2020-10-24,Indiana,2741,25
2020-10-25,Indiana,2153,30
2020-10-26,Indiana,1974,42
2020-10-27,Indiana,1983,40
2020-10-28,Indiana,2548,35
2020-10-29,Indiana,3618,39
2020-10-30,Indiana,3163,49
2020-10-31,Indiana,3465,35
2020-11-01,Indiana,2750,40
2020-11-02,Indiana,3077,43
2020-11-03,Indiana,2881,43
2020-11-04,Indiana,3698,52
2020-11-05,Indiana,4412,40
2020-11-06,Indiana,4647,57
2020-11-07,Indiana,4899,49
2020-11-08,Indiana,4652,60
2020-11-09,Indiana,4135,44
2020-11-10,Indiana,4829,60
2020-11-11,Indiana,5036,59
2020-11-12,Indiana,6591,43
2020-11-13,Indiana,5600,46
2020-11-14,Indiana,8322,51
2020-11-15,Indiana,6710,69
2020-11-16,Indiana,5147,63
2020-11-17,Indiana,5463,82
2020-11-18,Indiana,6015,74
2020-11-19,Indiana,7281,77
2020-11-20,Indiana,6808,72
2020-11-21,Indiana,6872,69
2020-11-22,Indiana,6174,77
2020-11-23,Indiana,5556,86
2020-11-24,Indiana,5625,81
2020-11-25,Indiana,5983,80
2020-11-26,Indiana,6373,91
2020-11-27,Indiana,5643,84
2020-11-28,Indiana,4471,74
2020-11-29,Indiana,4304,81
2020-11-30,Indiana,5665,81
2020-12-01,Indiana,5396,86
2020-12-02,Indiana,6597,99
2020-12-03,Indiana,8460,87
2020-12-04,Indiana,7899,98
2020-12-05,Indiana,7690,97
2020-12-06,Indiana,6598,88
2020-12-07,Indiana,5661,94
2020-12-08,Indiana,5385,106
2020-12-09,Indiana,5754,102
2020-12-10,Indiana,6518,106
2020-12-11,Indiana,7200,110
2020-12-12,Indiana,7401,95
2020-12-13,Indiana,5898,89
2020-12-14,Indiana,4967,107
2020-12-15,Indiana,4241,92
2020-12-16,Indiana,6208,92
2020-12-17,Indiana,6340,113
2020-12-18,Indiana,5949,107
2020-12-19,Indiana,4732,94
2020-12-20,Indiana,6483,86
2020-12-21,Indiana,3865,107
2020-12-22,Indiana,3657,79
2020-12-23,Indiana,4662,92
2020-12-24,Indiana,6196,73
2020-12-25,Indiana,5446,80
2020-12-26,Indiana,3841,93
2020-12-27,Indiana,1820,92
2020-12-28,Indiana,2465,101
2020-12-29,Indiana,3976,119
2020-12-30,Indiana,4735,98
2020-12-31,Indiana,6468,76
2021-01-01,Indiana,6288,78
2021-01-02,Indiana,5317,94
2021-01-03,Indiana,2981,63
2021-01-04,Indiana,3617,110
2021-01-05,Indiana,3395,65
2021-01-06,Indiana,6146,83
2021-01-07,Indiana,7270,75
2021-01-08,Indiana,6095,63
2021-01-09,Indiana,5966,68
2021-01-10,Indiana,5093,58
2021-01-11,Indiana,3685,70
2021-01-12,Indiana,3139,54
2021-01-13,Indiana,3642,63
2021-01-14,Indiana,4375,66
2021-01-15,Indiana,4666,65
2021-01-16,Indiana,3889,69
2021-01-17,Indiana,3162,68
2021-01-18,Indiana,2498,68
2021-01-19,Indiana,2727,50
2021-01-20,Indiana,2877,66
2021-01-21,Indiana,3624,51
2021-01-22,Indiana,3489,66
2021-01-23,Indiana,3093,47
2021-01-24,Indiana,2520,46
2021-01-25,Indiana,2189,41
2021-01-26,Indiana,1718,50
2021-01-27,Indiana,2230,50
2021-01-28,Indiana,2819,43
2021-01-29,Indiana,2630,40
2021-01-30,Indiana,2334,42
2021-01-31,Indiana,1723,34
2021-02-01,Indiana,1709,35
2021-02-02,Indiana,1512,40
2021-02-03,Indiana,1428,37
2021-02-04,Indiana,2336,189
2021-02-05,Indiana,1504,89
2021-02-06,Indiana,2816,66
2021-02-07,Indiana,1724,65
2021-02-08,Indiana,1033,58
2021-02-09,Indiana,1130,67
2021-02-10,Indiana,1431,59
2021-02-11,Indiana,1701,26
2021-02-12,Indiana,1419,90
2021-02-13,Indiana,1232,32
2021-02-14,Indiana,1218,24
2021-02-15,Indiana,777,18
2021-02-16,Indiana,878,40
2021-02-17,Indiana,923,19
2021-02-18,Indiana,757,31
2021-02-19,Indiana,1035,44
2021-02-20,Indiana,1415,11
2021-02-21,Indiana,881,36
2021-02-22,Indiana,817,35
2021-02-23,Indiana,679,43
2021-02-24,Indiana,1006,17
2021-02-25,Indiana,1084,27
2021-02-26,Indiana,944,37
2021-02-27,Indiana,871,25
2021-02-28,Indiana,731,17
2021-03-01,Indiana,540,22
2021-03-02,Indiana,537,28
2021-03-03,Indiana,761,10
2021-03-04,Indiana,935,30
2021-03-05,Indiana,839,34
2021-03-06,Indiana,1231,29
2021-03-07,Indiana,746,11
2021-03-08,Indiana,474,7
2021-03-09,Indiana,572,18
2021-03-10,Indiana,856,13
2021-03-11,Indiana,910,27
2021-03-12,Indiana,949,22
2021-03-13,Indiana,836,22
2021-03-14,Indiana,695,10
2021-03-15,Indiana,413,8
2021-03-16,Indiana,561,12
2021-03-17,Indiana,902,17
2021-03-18,Indiana,958,14
2021-03-19,Indiana,859,15
2021-03-20,Indiana,888,4
2021-03-21,Indiana,770,20
2021-03-22,Indiana,511,1
2021-03-23,Indiana,663,12
2021-03-24,Indiana,967,16
2021-03-25,Indiana,952,7
2021-03-26,Indiana,1101,20
2021-03-27,Indiana,977,9
2021-03-28,Indiana,944,12
2021-03-29,Indiana,713,5
2021-03-30,Indiana,720,10
2021-03-31,Indiana,1044,1
2021-04-01,Indiana,1216,9
2021-04-02,Indiana,1203,21
2021-04-03,Indiana,1049,5
2021-04-04,Indiana,945,0
2021-04-05,Indiana,715,1
2021-04-06,Indiana,615,9
2021-04-07,Indiana,1212,15
2021-04-08,Indiana,1384,15
2021-04-09,Indiana,1339,17
2021-04-10,Indiana,1358,7
2021-04-11,Indiana,1159,10
2021-04-12,Indiana,1131,3
2021-04-13,Indiana,952,16
2021-04-14,Indiana,1196,20
2021-04-15,Indiana,1374,7
2021-04-16,Indiana,1287,17
2021-04-17,Indiana,2479,5
2021-04-18,Indiana,956,8
2021-04-19,Indiana,712,2
2021-04-20,Indiana,676,8
2021-04-21,Indiana,1152,14
2021-04-22,Indiana,1180,4
2021-04-23,Indiana,1071,4
2021-04-24,Indiana,1101,15
2021-04-25,Indiana,827,3
2021-04-26,Indiana,682,6
2021-04-27,Indiana,838,13
2021-04-28,Indiana,1258,19
2021-04-29,Indiana,1384,12
2021-04-30,Indiana,1477,8
2021-05-01,Indiana,1152,6
2021-05-02,Indiana,1069,11
2021-05-03,Indiana,797,1
2021-05-04,Indiana,771,13
2021-05-05,Indiana,1139,10
2021-05-06,Indiana,1247,6
2021-05-07,Indiana,1164,18
2021-05-08,Indiana,1047,8
2021-05-09,Indiana,905,13
2021-05-10,Indiana,590,1
2021-05-11,Indiana,663,15
2021-05-12,Indiana,841,11
2021-05-13,Indiana,882,5
2021-05-14,Indiana,899,16
2021-05-15,Indiana,1145,5
2021-05-16,Indiana,726,9
2021-05-17,Indiana,537,6
2021-05-18,Indiana,481,21
2021-05-19,Indiana,802,11
2021-05-20,Indiana,891,7
2021-05-21,Indiana,788,22
2021-05-22,Indiana,665,6
2021-05-23,Indiana,563,0
2021-05-24,Indiana,375,1
2021-05-25,Indiana,489,12
2021-05-26,Indiana,644,5
2021-05-27,Indiana,656,12
2021-05-28,Indiana,557,13
2021-05-29,Indiana,428,19
2021-05-30,Indiana,358,5
2021-05-31,Indiana,0,0
2021-06-01,Indiana,517,8
2021-06-02,Indiana,261,9
2021-06-03,Indiana,1216,20
2021-06-04,Indiana,445,4
2021-06-05,Indiana,419,24
2021-06-06,Indiana,0,0
2021-06-07,Indiana,529,2
2021-06-08,Indiana,364,9
2021-06-09,Indiana,352,12
2021-06-10,Indiana,460,2
2021-06-11,Indiana,395,4
2021-06-12,Indiana,443,31
2021-06-13,Indiana,0,0
2021-06-14,Indiana,435,1
2021-06-15,Indiana,303,6
2021-06-16,Indiana,335,11
2021-06-17,Indiana,262,1
2021-06-18,Indiana,270,2
2021-06-19,Indiana,540,29
2021-06-20,Indiana,0,0
2021-06-21,Indiana,284,4
2021-06-22,Indiana,300,12
2021-06-23,Indiana,282,5
2021-06-24,Indiana,287,3
2021-06-25,Indiana,304,3
2021-06-26,Indiana,0,0
2021-06-27,Indiana,0,0
2021-06-28,Indiana,561,14
2021-06-29,Indiana,268,8
2021-06-30,Indiana,399,6
2021-07-01,Indiana,390,5
2021-07-02,Indiana,407,8
2021-07-03,Indiana,0,0
2021-07-04,Indiana,0,0
2021-07-05,Indiana,0,0
2021-07-06,Indiana,976,21
2021-07-07,Indiana,370,8
2021-07-08,Indiana,555,17
2021-07-09,Indiana,437,5
2021-07-10,Indiana,0,0
2021-07-11,Indiana,0,0
2021-07-12,Indiana,842,9
2021-07-13,Indiana,575,10
2021-07-14,Indiana,583,5
2021-07-15,Indiana,556,1
2021-07-16,Indiana,545,1
2021-07-17,Indiana,0,0
2021-07-18,Indiana,0,0
2021-07-19,Indiana,1309,12
2021-07-20,Indiana,655,6
2021-07-21,Indiana,710,6
2021-07-22,Indiana,851,1
2021-07-23,Indiana,760,2
2021-07-24,Indiana,0,0
2021-07-25,Indiana,0,0
2021-07-26,Indiana,1903,0
2021-07-27,Indiana,1058,15
2021-07-28,Indiana,1215,13
2021-07-29,Indiana,1251,6
2021-07-30,Indiana,1424,6
2021-07-31,Indiana,0,0
2021-08-01,Indiana,0,0
2021-08-02,Indiana,2798,7
2021-08-03,Indiana,1589,13
2021-08-04,Indiana,1731,14
2021-08-05,Indiana,1900,6
2021-08-06,Indiana,2009,9
2021-08-07,Indiana,0,0
2021-08-08,Indiana,0,0
2021-08-09,Indiana,4946,10
2021-08-10,Indiana,2196,27
2021-08-11,Indiana,2458,19
2021-08-12,Indiana,3151,6
2021-08-13,Indiana,2656,12
2021-08-14,Indiana,0,0
2021-08-15,Indiana,0,0
2021-08-16,Indiana,6670,16
2021-08-17,Indiana,2691,29
2021-08-18,Indiana,3451,25
2021-08-19,Indiana,3501,16
2021-08-20,Indiana,4103,14
2021-08-21,Indiana,0,0
2021-08-22,Indiana,0,0
2021-08-23,Indiana,8400,35
2021-08-24,Indiana,3461,57
2021-08-25,Indiana,4958,20
2021-08-26,Indiana,4901,12
2021-08-27,Indiana,4831,21
2021-08-28,Indiana,0,0
2021-08-29,Indiana,0,0
2021-08-30,Indiana,11331,46
2021-08-31,Indiana,3535,72
2021-09-01,Indiana,4369,29
2021-09-02,Indiana,5194,25
2021-09-03,Indiana,5090,25
2021-09-04,Indiana,4256,0
2021-09-05,Indiana,3381,0
2021-09-06,Indiana,2587,0
2021-09-07,Indiana,2812,53
2021-09-08,Indiana,2994,86
2021-09-09,Indiana,5271,50
2021-09-10,Indiana,5500,24
2021-09-11,Indiana,4140,0
2021-09-12,Indiana,3791,0
2021-09-13,Indiana,2324,65
2021-09-14,Indiana,3655,92
2021-09-15,Indiana,4760,71
2021-09-16,Indiana,4163,35
2021-09-17,Indiana,4474,37
2021-09-18,Indiana,3534,0
2021-09-19,Indiana,2652,0
2021-09-20,Indiana,1906,74
2021-09-21,Indiana,2750,82
2021-09-22,Indiana,3960,76
2021-09-23,Indiana,3703,28
